show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s805,Movie,Population 436,Michelle MacLaren,"Jeremy Sisto, Fred Durst, Charlotte Sullivan, David Ames, Cory Cassidy, James Blicq, Martin Trudel, Reva Timbers, Rick Skene, Peter Outerbridge, Dana Horrox","Canada, United States","June 2, 2021",2006,R,93 min,"Horror Movies, Thrillers","A census taker sent to investigate why Rockwell Falls has had the same population, 436, for more than a century, soon wishes he hadn't taken the job."
s806,TV Show,Racket Boys,,"Kim Sang-kyung, Oh Na-ra, Tang Jun-sang, Son Sang-yeon, Choi Hyun-wook, Kim Kang-hoon, Lee Jae-in, Lee Ji-won",,"June 2, 2021",2021,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas",A city kid is brought to the countryside by his father's new coaching gig: reviving a ragtag middle school badminton team on the brink of extinction.
s807,Movie,Seven Souls in the Skull Castle: Season Moon Jogen,Hidenori Inoue,"Sota Fukushi, Taichi Saotome, Shohei Miura, Kenta Suga, Soichi Hirama, Shoko Takada, Ikkei Watanabe",,"June 2, 2021",2017,TV-14,204 min,"Action & Adventure, Dramas, International Movies","Japan, 1590. Wandering samurai band together to take on the lord of Skull Castle in the “Moon Jogen” version of the show, performed in a 360º theater."
s808,Movie,Seven Souls in the Skull Castle: Season Moon Kagen,Hidenori Inoue,"Mamoru Miyano, Hiroki Suzuki, Tomoki Hirose, Ryo Kimura, Kodai Matsuoka, Aki Hano, Tetsuya Chiba",,"June 2, 2021",2017,TV-PG,212 min,"Action & Adventure, Dramas, International Movies","Japan, 1590. Wandering samurai band together to take on the lord of Skull Castle in the “Moon Kagen” version of the show, performed in a 360º theater."
s809,Movie,Sniper: Legacy,Don Michael Paul,"Tom Berenger, Chad Michael Collins, Doug Allen, Dominic Mafham, Mercedes Mason, Mark Lewis Jones, Nestor Serrano, Dennis Haysbert, Alex Roe, Yana Marinova","United States, Bulgaria","June 2, 2021",2014,R,98 min,Action & Adventure,"When a troubled sniper begins killing officers he blames for a bungled mission, elite marksman Brandon Beckett sets out to neutralize the threat."
s810,Movie,Starsky & Hutch,Todd Phillips,"Ben Stiller, Owen Wilson, Vince Vaughn, Juliette Lewis, Snoop Dogg, Fred Williamson, Jason Bateman, Amy Smart, Carmen Electra, George Cheung",United States,"June 2, 2021",2004,PG-13,101 min,"Action & Adventure, Comedies",New undercover cop partners Starsky and Hutch must overcome their differences to solve an important case with help from street informant Huggy Bear.
s811,Movie,Streets of Fire,Walter Hill,"Michael Paré, Diane Lane, Rick Moranis, Amy Madigan, Willem Dafoe, Deborah Van Valkenburgh, Richard Lawson, Rick Rossovich, Bill Paxton, Lee Ving",United States,"June 2, 2021",1984,PG,94 min,"Action & Adventure, Classic Movies, Cult Movies","Tough ex-soldier Tom Cody springs into action when a depraved motorcycle gang kidnaps his former girlfriend, Ellen, who's now a famous singer."
s812,Movie,Super Monsters: Once Upon a Rhyme,Steve Ball,"Elyse Maloway, Vincent Tong, Andrea Libman, Alessandro Juliani, Nicole Anthony, Erin Mathews, Diana Kaarina, Gigi Saul Guerrero, Asia Mattu, Rukiya Bernard, Ian James Corlett, Britt McKillip",,"June 2, 2021",2021,TV-Y,25 min,Children & Family Movies,"From Goldilocks to Hansel and Gretel, the Super Monsters reimagine classic fairy tales and favorite nursery rhymes with a musical, magical spin!"
s813,Movie,Swordfish,Dominic Sena,"John Travolta, Hugh Jackman, Halle Berry, Don Cheadle, Sam Shepard, Vinnie Jones, Drea de Matteo, Rudolf Martin, Zach Grenier, Camryn Grimes",United States,"June 2, 2021",2001,R,99 min,Action & Adventure,"A gifted hacker with a criminal past is recruited by a group of shadowy, seductive figures for an elaborate scheme where nothing is quite as it seems."
s814,TV Show,The Adventures of Sonic the Hedgehog,,"Jaleel White, Long John Baldry, Garry Chalk","United States, Canada","June 2, 2021",1993,TV-Y7,1 Season,Kids' TV,"Hyper hedgehog Sonic and his cohort Miles ""Tails"" Prower defend the planet Mobius against Dr. Robotnik and his evil schemes in this animated series."
s815,Movie,The Four Seasons,Alan Alda,"Alan Alda, Carol Burnett, Len Cariou, Sandy Dennis, Rita Moreno, Jack Weston, Bess Armstrong, Elizabeth Alda, Beatrice Alda",United States,"June 2, 2021",1981,PG,108 min,"Comedies, Romantic Movies","Three middle-aged couples vacation together every season until one of the men ditches his wife for a younger woman, tilting the group's dynamics."
s816,Movie,The Girl King,Mika Kaurismäki,"Malin Buska, Sarah Gadon, Michael Nyqvist, Lucas Bryant, Laura Birn, Hippolyte Girardot, Peter Lohmeyer, François Arnaud, Patrick Bachau, Ville Virtanen, Martina Gedeck",,"June 2, 2021",2015,TV-MA,106 min,"Dramas, International Movies, LGBTQ Movies","Sweden's forward-thinking Queen Kristina resists her country's conservative ideals, which only grow more restrictive when she falls for a woman."
s817,Movie,The Interpreter,Sydney Pollack,"Nicole Kidman, Sean Penn, Catherine Keener, Jesper Christensen, Yvan Attal, Earl Cameron, George Harris, Michael Wright, Clyde Kusatsu, Eric Keenleyside, Hugo Speer","United Kingdom, France, Germany, United States","June 2, 2021",2005,PG-13,128 min,Thrillers,Silvia Broome is a translator at the United Nations. But her job turns perilous when she overhears a plot to assassinate a government official.
s818,Movie,The Meddler,Lorene Scafaria,"Susan Sarandon, Rose Byrne, J.K. Simmons, Cecily Strong, Jerrod Carmichael, Michael McKean, Jason Ritter, Billy Magnussen, Lucy Punch, Sarah Baker",United States,"June 2, 2021",2015,PG-13,104 min,"Comedies, Dramas, Independent Movies","Still-grieving widow Marnie moves to Los Angeles to be close to daughter Lori, but soon discovers new outlets for her maternal and romantic needs."
s819,Movie,The Mirror Has Two Faces,Barbra Streisand,"Barbra Streisand, Jeff Bridges, Lauren Bacall, George Segal, Mimi Rogers, Pierce Brosnan, Brenda Vaccaro, Austin Pendleton, Elle Macpherson, Ali Marsh, Leslie Stefanson, Taina Elg, Lucy Avery Brooke, Amber Smith",United States,"June 2, 2021",1996,PG-13,127 min,"Comedies, Dramas, Romantic Movies","Tired of being single, middle-aged professor Rose Morgan accepts her colleague's proposal – but her colleague only wants a platonic marriage."
s820,Movie,The Outlaw Josey Wales,Clint Eastwood,"Clint Eastwood, Sondra Locke, Chief Dan George, Bill McKinney, John Vernon, Paula Trueman, Sam Bottoms, Geraldine Keams, Woodrow Parfrey, Joyce Jameson",United States,"June 2, 2021",1976,PG,136 min,"Action & Adventure, Classic Movies","In this gritty Oscar-nominated Western, an ex-Confederate soldier on the run comes to rest in a quiet community, where he falls for a pretty settler."
s821,TV Show,The Platform,,"Maxim Khalil, Abdulmohsen Alnemr, Samr Ismaiel, Khaled Alkeesh, Samar Sami, Salloum Haddad, Ahmad Aljasmii, Khaled El Sayed, Yaser Alneyadi, Leen Gherra, Dean Cain, Moatasem Alnahar, Mahira Abdelaziz",United Arab Emirates,"June 2, 2021",2021,TV-14,3 Seasons,"International TV Shows, TV Dramas, TV Mysteries","A programming genius builds a fact-finding, truth-seeking internet portal while reckoning with trouble at home."
s822,Movie,The Wedding Guest,Michael Winterbottom,"Dev Patel, Radhika Apte, Jim Sarbh",United Kingdom,"June 2, 2021",2018,R,97 min,"Dramas, Romantic Movies, Thrillers","Hired to extract a bride-to-be before her arranged wedding in Pakistan, a hired gun goes on the run with his hostage when his plan unravels."
s823,Movie,The Wind,Emma Tammi,"Caitlin Gerard, Julia Goldani Telles, Ashley Zukerman, Miles Anderson, Dylan McTee",United States,"June 2, 2021",2019,R,88 min,Horror Movies,"Isolated on a wind-ravaged 19th-century homestead, a frontierswoman begins to suspect that evil lurks in the terrifying emptiness all around her."
s824,Movie,Then Came You,Peter Hutchings,"Asa Butterfield, Maisie Williams, Nina Dobrev, Ken Jeong, Tyler Hoechlin, David Koechner, Peyton List, Tituss Burgess",United States,"June 2, 2021",2019,TV-MA,97 min,"Comedies, Dramas, Independent Movies",A hypochondriac confronts his fear of death when a terminally ill teen girl enlists him to help her complete her bucket list.
s825,Movie,Welcome Home,George Ratliff,"Aaron Paul, Emily Ratajkowski, Riccardo Scamarcio, Katy Louise Saunders, Alice Bellagamba",United States,"June 2, 2021",2018,R,97 min,Thrillers,"A couple rents a villa in Italy hoping to mend their bruised relationship, but the devilishly charming homeowner can’t seem to leave them alone."
s826,TV Show,Dirty John,,"Connie Britton, Eric Bana, Juno Temple, Julia Garner, Jean Smart, Keiko Agena, Jeff Perry, Kevin Zegers, Jake Abel",United States,"May 31, 2021",2020,TV-MA,2 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",Businesswoman Debra Newell's life unravels when she falls for the lies and manipulation of con man John Meehan. Based on the true-crime podcast.
s827,Movie,Bo Burnham: Inside,Bo Burnham,Bo Burnham,United States,"May 30, 2021",2021,TV-MA,88 min,Stand-Up Comedy,"A new comedy special shot and performed by Bo Burnham, alone, over the course of the past year."
s828,Movie,One Lagos Night,Ekene Som Mekwunye,"Frank Donga, Gold Ikponmwosa, Ali Nuhu, Eniola Badmus, Ogbolor, Genoveva Umeh, Gbubemi Ejeye, Ajayi Akorede, Serge Noujaim",,"May 29, 2021",2021,TV-14,103 min,"Comedies, International Movies","A desperate man attempts to burglarize the home of a wealthy woman, but finds himself face-to-face with a crew of armed robbers who have the same idea."
s829,Movie,Collateral Beauty,David Frankel,"Will Smith, Edward Norton, Kate Winslet, Michael Peña, Helen Mirren, Naomie Harris, Keira Knightley, Jacob Latimore, Ann Dowd, Liza Colón-Zayas",United States,"May 28, 2021",2016,PG-13,97 min,Dramas,An advertising executive wrestling with grief finds meaning by writing letters to unconventional recipients as caring colleagues plot a ruse.
s830,Movie,Dog Gone Trouble,Kevin Johnson,"Big Sean, Pamela Adlon, Lucy Hale, Marissa Jaret Winokur, Wilmer Valderrama, Joel McHale, Seth Rollins, Damon Wayans Jr., Olivia Holt, Carlos PenaVega",,"May 28, 2021",2021,TV-Y7,88 min,"Children & Family Movies, Comedies",The privileged life of a pampered dog named Trouble is turned upside-down when he gets lost and must learn to survive on the big-city streets.
s831,TV Show,The Kominsky Method,,"Michael Douglas, Alan Arkin, Sarah Baker, Nancy Travis, Susan Sullivan, Lisa Edelstein, Emily Osment, Graham Rogers, Jenna Lyng Adams, Ashleigh LaThrop, Melissa Tang, Casey Thomas Brown, Ann-Margret, Danny DeVito",United States,"May 28, 2021",2021,TV-MA,3 Seasons,"TV Comedies, TV Dramas",Acting coach Sandy Kominsky and best friend Norman Newlander keep each other laughing as they navigate the ups and downs of getting older.
s832,TV Show,The Least Expected Day: Inside the Movistar Team 2019,"José Larraza, Marc Pons",,,"May 28, 2021",2021,TV-MA,2 Seasons,"Docuseries, International TV Shows, Spanish-Language TV Shows","Pro cycling’s Movistar Team sets their sights on victory while on the road as they face challenges, controversy and internal conflict."
s833,TV Show,Word of Honor,Gary Sing,"Zhang Zhehan, Gong Jun, Zhou Ye, Asher Ma, Sun Xilun, Chen Zihan, Rolling Wang, Zhang Yonggang, Li Daikun, Huang Youming, Damon Guo",,"May 28, 2021",2021,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","A disillusioned royal magistrate sets out for the martial arts world, where he encounters a bosom friend and becomes entangled in a conspiracy."
s834,TV Show,Black Space,,"Guri Alfi, Shai Avivi, Assi Levy, Reut Alush, Meirav Shirom, Yoav Rotman, Liana Ayoun, Noam Karmeli, Hadas Jade Sakori, Yehonatan Vilozny, Gily Itskovitch, Oneg Efron, Suzanna Papian, Ori Biton, Nir Hasdai, Leib Lev Levin, Eyal Shikratzi",Israel,"May 27, 2021",2021,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",A rogue detective with unorthodox means leads an investigation into a massacre committed by unicorn mask-wearing assassins at an Israeli high school.
s835,Movie,Blue Miracle,Julio Quintana,"Jimmy Gonzales, Dennis Quaid, Anthony Gonzalez, Bruce McGill, Raymond Cruz, Nathan Arenas, Miguel Angel Garcia, Isaac Arellanes, Steve Gutierrez, Dana Wheeler-Nicholson, Fernanda Urrejola, Silverio Palacios",United States,"May 27, 2021",2021,TV-PG,97 min,"Children & Family Movies, Dramas, Faith & Spirituality","To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition."
s836,TV Show,Eden,,"Marika Kono, Kentaro Ito, Kyoko Hikami, Tarusuke Shingaki, Koichi Yamadera, Yuuki Kuwahara, Yuhko Kaida, Ruby Rose Turner, David Tennant, Rosario Dawson, JP Karliak, Neil Patrick Harris, Cassandra Lee Morris, Julie Nathanson",,"May 27, 2021",2021,TV-PG,1 Season,"Anime Series, International TV Shows","A human girl secretly raised by robots starts to uncover the dark secrets behind her lush, utopian world where humanity has all but vanished."
s837,Movie,Ghost Lab,Paween Purijitpanya,"Thanapob Leeratanakachorn, Paris Intarakomalyasut, Nuttanicha Dungwattanawanich, Suquan Bulakul, Rachanee Siralert, Chaleeda Gilbert, Nuttawut Jenmana, Alanta Potjes, Anchuleeon Buagaew, Jinjuta Rattanaburi",Thailand,"May 27, 2021",2021,TV-MA,118 min,"Horror Movies, International Movies, Thrillers","After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist."
s838,TV Show,Ragnarok,,"David Stakston, Jonas Strand Gravli, Herman Tømmeraas, Theresa Frostad Eggesbø, Emma Bones, Henriette Steenstrup, Gísli Örn Garðarsson, Synnøve Macody Lund, Ylva Thedin Bjørkaas, Odd-Magnus Williamson","Norway, Denmark","May 27, 2021",2021,TV-MA,2 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas","In a Norwegian town poisoned by pollution and rattled by melting glaciers, the End Times feel all too real. It’ll take a legend to battle an old evil."
s839,Movie,Soy Rada: Serendipity,Pablo Faro,Agustín Aristarán,Argentina,"May 27, 2021",2021,TV-MA,70 min,Stand-Up Comedy,"The delightful Argentine comic Agustín Aristarán (aka Soy Rada) is back, this time putting the spotlight on family and parenting, magic and music."
s840,Movie,The Day I lost My Shadow,Soudade Kaadan,"Sawsan Arsheed, Reham Kassar, Samer Ismael, Owiss Mokhallati, Hanane Hajj Ali, Yassin Albokhari, Yamam Al Hassan, Noor Maghout, Mohammad Alsayyed Ali, Mostafa Alkar, Amal Assaf, Madonna Adib, Marwa Almassri, Abdel Nasser Maraqbi","Syria, France, Lebanon, Qatar","May 27, 2021",2018,TV-MA,91 min,"Dramas, Independent Movies, International Movies","As winter hits hard and resources run low in Damascus, a single mom heads to the war-scarred outskirts looking for gas to prepare her son a warm meal."
s841,Movie,Baggio: The Divine Ponytail,Letizia Lamartire,"Andrea Arcangeli, Valentina Bellè, Andrea Pennacchi, Antonio Zavatteri, Anna Ferruzzo, Riccardo Goretti, Thomas Trabacchi, Marc Clotet, Martufello",Italy,"May 26, 2021",2021,TV-MA,92 min,"Dramas, International Movies, Sports Movies","The story of Roberto Baggio, one of the best soccer players of all time, including his career highs, triumphs over injuries and discovery of Buddhism."
s842,Movie,Gatao - The Last Stray,Ray Jiang,"Cheng Jen-shuo, Nikki Hsieh, Jack Kao, Lung Shao-hua, Alan Kuo, Alex Ko, Huang Shang-ho, Gary Tang, Chang Zhang-xing, Panda Wu, Samuel Ku, Justin Sheng",,"May 26, 2021",2021,TV-MA,120 min,"Action & Adventure, Dramas, International Movies",Romance unexpectedly blossoms when a freelance photographer arrives late to her assignment at a full moon celebration thrown for a mob boss's newborn.
s843,TV Show,High on the Hog: How African American Cuisine Transformed America,,,,"May 26, 2021",2021,TV-14,1 Season,Docuseries,"Black food is American food. Chef and writer Stephen Satterfield traces the delicious, moving throughlines from Africa to Texas in this docuseries."
s844,TV Show,JoJo's Bizarre Adventure,,"Kazuyuki Okitsu, Tomokazu Sugita, Daisuke Ono, Unsho Ishizuka, Kensho Ono, Takehito Koyasu, Yoku Shioya, Yoji Ueda, Ayako Kawasumi, Takuya Sato, Atsuko Tanaka, Atsushi Imaruoka, Daisuke Hirakawa, Fuminori Komatsu, Kenta Miyake, Misato Fukuen, Yuki Kaji, Wataru Takagi, Takahiro Sakurai, Yuichi Nakamura, Junichi Suwabe, Kohsuke Toriumi, Daiki Yamashita, Junya Enoki",Japan,"May 26, 2021",2016,TV-MA,3 Seasons,"Anime Series, International TV Shows",Multiple generations of the Joestar family – all with the same nickname – confront supernatural villains through a series of time periods.
s845,Movie,Nail Bomber: Manhunt,Daniel Vernon,,,"May 26, 2021",2021,TV-MA,73 min,"Documentaries, International Movies","This documentary examines the 1999 London bombings that targeted Black, Bangladeshi and gay communities, and the race to find the far-right perpetrator."
s846,Movie,A Place in the Stars,Steve Gukas,"Gideon Okeke, Dejumo Lewis, Segun Arinze, Amaka Mgbor, Mathilda Obaseki, Yemi Blaque, Lantana Ahmed, Patrick Otoro, Femi Brach, Ladi Alpha",,"May 25, 2021",2014,TV-14,110 min,"Dramas, International Movies, Thrillers",A young lawyer who has information about counterfeit drug trafficking in Nigeria must choose between betraying his conscience or revealing the truth.
s847,Movie,Home,Tim Johnson,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez, Matt Jones, Brian Stepanek, April Lawrence",United States,"May 25, 2021",2015,PG,94 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy","When misfit alien Oh mistakenly sends a party invite to the entire galaxy, he goes on the run to avoid trouble and befriends spunky human girl Tip."
s848,TV Show,Mad for Each Other,,"Jung Woo, Oh Yeon-seo, Baik Ji-won, Lee Hye-eun, Lee Yeon-doo, Lee Su-hyun, An Woo-yeon",,"May 24, 2021",2021,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Bothered to realize they are next-door neighbors and share a psychiatrist, a man and a woman find it's impossible to stay out of each other's way."
s849,TV Show,Master of None,,"Aziz Ansari, Noël Wells, Eric Wareheim, Lena Waithe, Kelvin Yu, Fatima Ansari, Shoukath Ansari, Alessandra Mastronardi, Bobby Cannavale",United States,"May 23, 2021",2021,TV-MA,3 Seasons,"TV Comedies, TV Dramas",Dev tries to jump-start his acting career and elevate his dating game with help from his eclectic group of friends in this award-winning series.
s850,Movie,Sam Smith: Love Goes - Live at Abbey Road Studios,,Sam Smith,,"May 22, 2021",2020,TV-G,61 min,"International Movies, Music & Musicals","Grammy-winning artist Sam Smith gives an intimate, soulful performance at the iconic Abbey Road Studios featuring songs from their third album and more."
s851,Movie,99 Songs,Vishwesh Krishnamoorthy,"Ehan Bhat, Edilsy Vargas, Manisha Koirala, Lisa Ray, Tenzin Dalha, Warina Hussain, Ranjit Barot, Neel Tyagi, Rahul Ram, Diwakar Pundir",India,"May 21, 2021",2021,TV-14,131 min,"Dramas, International Movies, Music & Musicals","Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey."
s852,Movie,99 Songs (Tamil),,,,"May 21, 2021",2021,TV-14,131 min,"Dramas, International Movies, Music & Musicals","Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey."
s853,Movie,99 Songs (Telugu),,,,"May 21, 2021",2021,TV-14,131 min,"Dramas, International Movies, Music & Musicals","Challenged to compose 100 songs before he can marry the girl he loves, a tortured but passionate singer-songwriter embarks on a poignant musical journey."
s854,Movie,Army of the Dead,Zack Snyder,"Dave Bautista, Ella Purnell, Omari Hardwick, Garret Dillahunt, Ana de la Reguera, Theo Rossi, Matthias Schweighöfer, Nora Arnezeder, Hiroyuki Sanada, Tig Notaro, Raúl Castillo, Huma Qureshi, Samantha Win, Richard Cetrone, Michael Cassidy",United States,"May 21, 2021",2021,R,148 min,"Action & Adventure, Horror Movies","After a zombie outbreak in Las Vegas, a group of mercenaries takes the ultimate gamble by venturing into the quarantine zone for the greatest heist ever."
s855,Movie,Creating an Army of the Dead,,,,"May 21, 2021",2021,TV-MA,29 min,Documentaries,"Zack Snyder and his ""Army of the Dead"" team dive into the film's wild stunts, groundbreaking effects and the evolution of the zombie genre."
s856,TV Show,Jurassic World Camp Cretaceous,,"Paul-Mikél Williams, Jenna Ortega, Sean Giambrone, Kausar Mohammed, Ryan Potter, Raini Rodriguez, Jameela Jamil, Glen Powell",United States,"May 21, 2021",2021,TV-Y7,3 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",Six teens invited to attend a state-of-the-art adventure camp on Isla Nublar must band together to survive when the dinosaurs break out of captivity.
s857,Movie,Strain,Uduak-Obong Patrick,"Okey Uzoeshi, Angel Unigwe, Nifemi Lawal, Alex Usifo, Gloria Anozie-Young, Shushu Abubakar, Aproko Doctor",,"May 21, 2021",2020,TV-MA,107 min,"Dramas, International Movies","When his son is diagnosed with sickle cell disease, a man and his family struggle to face a new reality as they rediscover their shared love."
s858,TV Show,The Neighbor,,"Quim Gutiérrez, Clara Lago, Adrián Pino, Catelina Sopelana",Spain,"May 21, 2021",2021,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",Self-centered Javier's life gets a bit messy when he unexpectedly becomes a superhero – and his recent ex is tasked with uncovering his identity.
s859,Movie,678,Mohamed Diab,"Maged El-Kidwani, Bassem Samra, Ahmed El Fishawy, Nelly Kariem, Boshra, Nahed El Sebaï, Marwa Mehran, Sawsan Badr, Omar El Saeed, Moataz Al-Demerdash",,"May 20, 2021",2009,TV-14,99 min,"Dramas, Independent Movies, International Movies","This film sheds light on sexual harassment in Egypt, following the lives of three women from different social classes who have been subjected to it."
s860,Movie,Asmaa,Amr Salama,"Hend Sabry, Maged El-Kidwani, Hany Adel, Sayed Rajab, Ahmed Kamal, Boutros Ghaly, Laila Ezz El Arab, Samia Asaad, Fatmah Adel, Mohamad Yones, Mohamed Abd El Azim",Egypt,"May 20, 2021",2011,TV-14,92 min,"Dramas, International Movies","Constantly denied medical treatment, an HIV positive woman confronts societal stigma with unexpected courage. Inspired by true events."
s861,Movie,Hating Peter Tatchell,Christopher Amos,,Australia,"May 20, 2021",2020,TV-MA,91 min,"Documentaries, International Movies, LGBTQ Movies",This documentary follows gay rights activist Peter Tatchell from his early life to his fight for justice amid controversy and political turmoil.
s862,Movie,Little Singham Future mein Satakli,Prakash Satam,"Anamaya Verma, Ganesh Divekar, Jigna Bharadhwaj, Saumya Daan, Sonal Kaushal, Sumriddhi Shukla",,"May 20, 2021",2021,TV-Y7,47 min,"Children & Family Movies, Comedies","Little Singham and his crew travel to the year 2050 to rescue kids from the evil rule of Junglee Joker, who has forbidden them from laughter or play!"
s863,TV Show,Special,,"Ryan O'Connell, Jessica Hecht, Punam Patel, Marla Mindelle, Augustus Prew, Patrick Fabian",United States,"May 20, 2021",2021,TV-MA,2 Seasons,TV Comedies,A young gay man with cerebral palsy branches out from his insular existence in hopes of finally going after the life he wants.
s864,Movie,Spy Kids: All the Time in the World,Robert Rodriguez,"Jessica Alba, Joel McHale, Rowan Blanchard, Mason Cook, Jeremy Piven, Alexa PenaVega, Daryl Sabara, Ricky Gervais, Danny Trejo",United States,"May 20, 2021",2011,PG,88 min,"Children & Family Movies, Comedies",Twins Rebecca and Cecil spring into action with their retired secret agent stepmother to stop a time-manipulating mastermind and his nefarious plans.
s865,Movie,Taxi No. 9211,Milan Luthria,"Nana Patekar, John Abraham, Sameera Reddy, Sonali Kulkarni, Shivaji Satham, Nassar Abdulla, Kurush Deboo, Smita Jaykar",,"May 20, 2021",2006,TV-14,116 min,"Dramas, International Movies, Thrillers","When an arrogant scion hails his taxi, a cabbie in desperate need of money sees an opportunity that kicks off an intensely contentious 24-hour showdown."
s866,Movie,Sabotage,David Ayer,"Arnold Schwarzenegger, Sam Worthington, Olivia Williams, Terrence Howard, Joe Manganiello, Josh Holloway, Mireille Enos, Harold Perrineau, Martin Donovan, Max Martini, Mark Schlegel, Kevin Vance",United States,"May 19, 2021",2014,R,109 min,"Action & Adventure, Dramas","A crack team of DEA agents plots a daring heist, making off with $10 million in drug money. They soon find themselves targets of an unknown killer."
s867,Movie,Small Town Crime,"Eshom Nelms, Ian Nelms","John Hawkes, Anthony Anderson, Octavia Spencer, Robert Forster, Clifton Collins Jr., Jeremy Ratchford, James Lafferty, Michael Vartan, Daniel Sunjata, Don Harvey, Stefanie Scott, Caity Lotz, Dale Dickey",United States,"May 19, 2021",2017,R,92 min,Thrillers,"When a disgraced ex-cop discovers a dying woman, he's compelled to track down her killer — an act of self-redemption that takes him down a dark path."
s868,Movie,The Last Days,James Moll,,United States,"May 19, 2021",1998,PG-13,87 min,Documentaries,This Oscar-winning documentary recounts the harrowing stories of five Hungarian Jews who endured the horrors of the Holocaust and Hitler's reign.
s869,TV Show,The Magic School Bus,,"Lily Tomlin, Daniel DeSanto, Erica Luttrell, Maia Filar, Lisa Yamanaka, Tara Meyer, Stuart Stone, Malcolm-Jamal Warner, Danny Tamberelli","Canada, United States","May 19, 2021",1997,TV-Y,1 Season,Kids' TV,"Join Ms. Frizzle as the Magic School Bus travels to outer space, under the sea, through an anthill – and even inside the human body!"
s870,TV Show,Who Killed Sara?,,"Manolo Cardona, Ginés García Millán, Carolina Miranda, Alejandro Nones, Claudia Ramírez, Eugenio Siller, Juan Carlos Remolina, Ximena Lamadrid, Luis Roberto Guzmán, Leo Deluglio, Héctor Jiménez, Ana Lucía Domínguez, Iñaki Godoy, Polo Morín, Andrés Baida, Fátima Molina, Marco Zapata",Mexico,"May 19, 2021",2021,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Hell-bent on exacting revenge and proving he was framed for his sister's murder, Álex sets out to unearth much more than the crime's real culprit."
s871,Movie,Amy Tan: Unintended Memoir,James Redford,Amy Tan,United States,"May 18, 2021",2021,TV-14,101 min,Documentaries,"From her painful past to her successful career after ""The Joy Luck Club,"" groundbreaking writer Amy Tan shares her life story in this documentary."
s872,Movie,Sardar Ka Grandson,Kaashvie Nair,"Arjun Kapoor, Neena Gupta, Rakul Preet Singh, Kumud Mishra, Aditi Rao Hydari, John Abraham, Kanwaljeet Singh, Soni Razdan, Masood Akhtar, Divya Seth, Ravjeet Singh, Akashdeep Sabir",India,"May 18, 2021",2021,TV-14,140 min,"Comedies, Dramas, International Movies","A devoted grandson’s mission to reunite his ailing grandmother with her ancestral home turns into a complicated, comic cross-border affair."
s873,Movie,Sleight,J.D. Dillard,"Jacob Latimore, Seychelle Gabriel, Sasheer Zamata, Storm Reid, Cameron Esposito, Dulé Hill, Michael Villar, Brandon Johnson, Donzaleigh Abernathy, Jay Walker",United States,"May 16, 2021",2016,R,89 min,"Dramas, Independent Movies, Sci-Fi & Fantasy","Struggling to raise his little sister on his own, a young street magician turns to drug dealing, unaware of how ruthless his supplier can be."
s874,Movie,Ahaan,Nikhil Pherwani,"Arif Zakaria, Abuli Mamaji, Niharika Singh, Rajit Kapoor, Plabita Borthakur, Shilpa Mehta, Kaizaad Kotwal, Sonali Sachdev, Haresh Raut",India,"May 15, 2021",2021,TV-MA,81 min,"Dramas, Independent Movies, International Movies","Jilted by his wife, a man with OCD finds eye-opening common ground and camaraderie with his neighbor, a young man with Down Syndrome."
s875,TV Show,Booba: Food Puzzle,,"Artem Kretov, Elena Solovieva, Vyacheslav Kataev",United Kingdom,"May 15, 2021",2021,TV-Y,1 Season,Kids' TV,"Curious Booba is now a chef! With friends Loola and Spike, he creates tasty treats with delightful designs using fruits, vegetables and other food."
s876,Movie,Love or Money,Mae Czarina Cruz,"Angelica Panganiban, Coco Martin, Gelli de Belen, Ketchup Eusebio, Cai Cortez, Matet De Leon, Dante Rivero, Teresa Loyzaga, Norm Mcleod",,"May 15, 2021",2020,TV-MA,116 min,"Dramas, International Movies, Romantic Movies","When persistent Leon sweeps her off her feet, ambitious Angel must choose between true love and her dreams of a luxurious life."
s877,TV Show,Alma Matters,,,India,"May 14, 2021",2021,TV-MA,1 Season,"Docuseries, International TV Shows","Alumni of India’s elite academic institutes share the harsh realities, pleasant surprises and transformative journeys of their college experiences."
